,ENTREZ,WEIGHT,Drug_bank,MGI_essential,Haploinsufficient,highPhi,highPLI_Exac,highShet_Cassa,MissenseZ_Samocha,Autosomal_dominant,OMIM_diseasegenes,TF,high_EDS,Olfactory,Clinvar,GWAS_nearest,Universe,eQTL_deficient,eGenes_ENTREZ_Whole_Blood.v7.signif_variant_gene_pairs,indSNPs_r01_100kb,indSNPs_r03_100kb,indSNPs_r05_100kb,indSNPs_r01_10kb,indSNPs_r03_10kb,indSNPs_r05_10kb
OMIM_diseasegenes,-0.03788992381633635,0.019306237549293743,0.13826334568445006,0.24007485856091135,0.22381777376144338,0.029669007201851737,0.06238711493481942,0.030897505553119285,0.04530212321652325,0.4091682857548649,1.0,-0.0037490732281837947,0.06479137008731536,-0.01793971617298298,0.5374562112389455,0.07028031327420985,0.014305290000656948,-0.01859495435093292,0.006911550737629082,-0.05196613266171386,-0.052561802818991844,-0.04985763863913942,-0.04298065970052682,-0.0435771859264305,-0.04498117899763809
TF,-0.0010783105516779083,0.09059678705201954,-0.021372573935371668,0.16221847374290976,0.09023256545475748,0.010933291705368888,0.07105615159627358,0.08569099701265064,0.030157224788724013,0.04983173207439141,-0.0037490732281837947,1.0,0.13122776631850322,-0.01409483859332693,0.003677955039155012,0.012857615329514209,0.011239350257589927,0.027919845497953216,-0.07384353810393499,0.01734569977082206,0.023690168845537374,0.026919056959933733,0.011586474628201268,0.022183795339021397,0.017883195964872225
high_EDS,-0.03765284361287602,0.007037055362970459,0.020232681486724628,0.1508818329231958,0.06767313491683953,0.05868212754869688,0.12367132615331142,0.0822166643447816,0.08501126870043986,0.09006770948791323,0.06479137008731536,0.13122776631850322,1.0,-0.019139015727087465,0.07029016149326772,0.12747184710775444,0.015261622183045028,-0.023367733183822546,-0.04386948792258118,-0.03537531694787427,-0.024045933372071178,-0.02242422384184151,-0.022578288838923294,-0.024416354929513193,-0.0262734416564226
Olfactory,-0.003921691078719409,-0.03398619427949383,-0.006855800981636966,-0.018631526022941425,-0.004866989999402382,-0.008683086367903312,-0.021632232641081287,-0.005058953615874134,-0.01372327140416579,-0.00943888687606735,-0.01793971617298298,-0.01409483859332693,-0.019139015727087465,1.0,-0.030789155943686104,-0.022058983329750183,0.0017333835001394676,0.047753418958035865,-0.02204807013313828,0.13676966778072835,0.13209826438962632,0.13394786604718348,0.10089254958053594,0.11869709419440233,0.11690972494738122
Clinvar,-0.05109178549453119,0.02034534553215097,0.09257473361025931,0.21023284488827618,0.15807481076465968,0.0699859467437539,0.10206549984680566,0.05782106949323785,0.08055314119718113,0.27716582416860325,0.5374562112389455,0.003677955039155012,0.07029016149326772,-0.030789155943686104,1.0,0.06488278390842966,0.024551548107163628,-0.027924304257906003,-0.011241936634830094,-0.07145784021966661,-0.06701856249448339,-0.0640880158664006,-0.05826229516820067,-0.05244898950556045,-0.0530571260863589
GWAS_nearest,-0.04103811038865011,-0.00016180225888569812,0.06380927071614456,0.11764271117999192,0.025688943912792948,0.08701358069069047,0.11095800841247042,0.04627889426760378,0.04585216335704384,0.06076990389986686,0.07028031327420985,0.012857615329514209,0.12747184710775444,-0.022058983329750183,0.06488278390842966,1.0,0.027061357832878326,-0.031244999651428764,0.061820067444116465,-0.06791781457213636,-0.06508065442544841,-0.0668059962273693,-0.06861697162054196,-0.05776686608223682,-0.05174684838275153
Universe,0.003625843583542612,-0.0017926265487693386,0.005466876971932535,0.014856945357600996,0.003880981321021022,0.006923970669095533,0.017249735631736138,0.016292328174828424,0.010943059260320707,0.007526652748767499,0.014305290000656948,0.011239350257589927,0.015261622183045028,0.0017333835001394676,0.024551548107163628,0.027061357832878326,1.0,-0.005646705158413258,0.00844744700970136,0.009404713985508973,0.009723270372510391,0.009594647329665204,0.00992963163229681,0.00986647544016955,0.010008165029113959
eQTL_deficient,0.04215397221593038,-0.0338917521011053,0.012438627306863377,-0.015886104795557913,-0.008182760920515487,-0.015119747844672028,-0.04741084213617501,-0.027250222186658145,-0.018013541446044102,0.007627645731021719,-0.01859495435093292,0.027919845497953216,-0.023367733183822546,0.047753418958035865,-0.027924304257906003,-0.031244999651428764,-0.005646705158413258,1.0,-0.11472516271321581,0.1380323898350417,0.1455291442094933,0.14296222714496287,0.12242242544772951,0.13566726136760748,0.13458862944943578
eGenes_ENTREZ_Whole_Blood.v7.signif_variant_gene_pairs,-0.04323666810045646,0.031590879309466136,-0.01965286555797706,-0.014143781658826206,-0.05054054605273784,0.00494379061129824,-0.029309089186708125,-0.06182899752507357,-0.025978305323187314,-0.01589191682916062,0.006911550737629082,-0.07384353810393499,-0.04386948792258118,-0.02204807013313828,-0.011241936634830094,0.061820067444116465,0.00844744700970136,-0.11472516271321581,1.0,-0.04867761797151954,-0.053161958313174364,-0.054749731826534934,-0.0463820660442555,-0.04711080580571276,-0.04121922804160964
indSNPs_r01_100kb,0.04393042396131177,-0.046643389410015244,-0.016068623988066456,-0.029683102135027485,-0.0130202544994341,-0.04557534595315259,-0.10361024845737947,-0.03414791322948596,-0.042817864153848376,-0.0028787330976545607,-0.05196613266171386,0.01734569977082206,-0.03537531694787427,0.13676966778072835,-0.07145784021966661,-0.06791781457213636,0.009404713985508973,0.1380323898350417,-0.04867761797151954,1.0,0.8960858967641158,0.8762268384399802,0.6432812269328618,0.7067582710370549,0.7039999551790976
indSNPs_r03_100kb,0.0411064372744401,-0.043878673151283666,-0.01420502884983456,-0.030484990903291858,-0.00909907164913934,-0.04572348068478203,-0.10657476726854526,-0.03645644811419946,-0.04129324882835018,-0.0004804372172644365,-0.052561802818991844,0.023690168845537374,-0.024045933372071178,0.13209826438962632,-0.06701856249448339,-0.06508065442544841,0.009723270372510391,0.1455291442094933,-0.053161958313174364,0.8960858967641158,1.0,0.9457107528995401,0.6399399390029559,0.7342177933895995,0.7297702166447115
indSNPs_r05_100kb,0.039476723429341665,-0.04640511535666281,-0.01152517412893845,-0.027447958272850164,-0.008524951082859972,-0.04504425615150819,-0.10550830542775344,-0.0369817048001024,-0.03885449903731596,0.00362753608187618,-0.04985763863913942,0.026919056959933733,-0.02242422384184151,0.13394786604718348,-0.0640880158664006,-0.0668059962273693,0.009594647329665204,0.14296222714496287,-0.054749731826534934,0.8762268384399802,0.9457107528995401,1.0,0.6284651046503136,0.7270072266762427,0.7389817690079417
indSNPs_r01_10kb,0.047222888320388484,-0.04444641749207922,-0.017291801383358122,-0.025626015952192743,-0.012561046974633786,-0.048275987543356776,-0.10320210008523158,-0.03169666285589309,-0.043572697570719826,-0.001197717992349824,-0.04298065970052682,0.011586474628201268,-0.022578288838923294,0.10089254958053594,-0.05826229516820067,-0.06861697162054196,0.00992963163229681,0.12242242544772951,-0.0463820660442555,0.6432812269328618,0.6399399390029559,0.6284651046503136,1.0,0.7469179551970189,0.6980424371268866
indSNPs_r03_10kb,0.04519416583211194,-0.046292974040776674,-0.011394115997001724,-0.020650030220392128,-0.012298673528954423,-0.047951485830440004,-0.10715982176197174,-0.03769011404640209,-0.04581442533769449,0.003529410857461622,-0.0435771859264305,0.022183795339021397,-0.024416354929513193,0.11869709419440233,-0.05244898950556045,-0.05776686608223682,0.00986647544016955,0.13566726136760748,-0.04711080580571276,0.7067582710370549,0.7342177933895995,0.7270072266762427,0.7469179551970189,1.0,0.860151675920684
indSNPs_r05_10kb,0.03607724772017042,-0.04879579989659407,-0.00865516982133684,-0.027021476977763664,-0.012885691480408853,-0.045769672508618894,-0.1063806746256141,-0.04246253293122904,-0.04539938460136113,-0.0033312732589701227,-0.04498117899763809,0.017883195964872225,-0.0262734416564226,0.11690972494738122,-0.0530571260863589,-0.05174684838275153,0.010008165029113959,0.13458862944943578,-0.04121922804160964,0.7039999551790976,0.7297702166447115,0.7389817690079417,0.6980424371268866,0.860151675920684,1.0
