,ENTREZ,WEIGHT,Drug_bank,MGI_essential,Haploinsufficient,highPhi,highPLI_Exac,highShet_Cassa,MissenseZ_Samocha,Autosomal_dominant,OMIM_diseasegenes,TF,high_EDS,Olfactory,Clinvar,GWAS_nearest,Universe,eQTL_deficient,eGenes_ENTREZ_Whole_Blood.v7.signif_variant_gene_pairs,indSNPs_r01_100kb,indSNPs_r03_100kb,indSNPs_r05_100kb,indSNPs_r01_10kb,indSNPs_r03_10kb,indSNPs_r05_10kb
Clinvar,-0.03326559199799399,0.12919665347762582,0.09278353042060668,0.22094487899803816,0.1318308084121235,0.07767632116255437,0.09626369172268816,0.03457057206272229,0.06831666297116049,0.29433997915043913,0.5412148446862348,-0.0063392754413926404,0.08839291656259354,-0.08507341460119577,1.0,0.0875100705792636,0.022890031193876646,-0.050708342654101644,0.0282695085152221,-0.12388343897055235,-0.11649713356453134,-0.1163861562854895,-0.09819598680392959,-0.10006707329472626,-0.1000170656620703
GWAS_nearest,-0.042712663124298146,0.09626541979175922,0.06723040941115607,0.12135997638655399,0.044791015133200135,0.0891695393424324,0.13504406160594273,0.06797317077586598,0.051370706663412063,0.06081373098732344,0.08033877438812913,0.008661320257373708,0.12549150841870196,-0.0635584689232362,0.0875100705792636,1.0,0.026567114655750988,-0.05281292568976422,0.05819630565293259,-0.10274369427370562,-0.09567159664318871,-0.09929905647698797,-0.09142881732019773,-0.08473383588599954,-0.07882731111827566
Universe,0.0034747742796283317,-0.008578509796879056,0.005217094415589765,0.01418756307633804,0.0030176113168627443,0.006738689255507425,0.01601231422350929,0.014998685976825493,0.01076307487372162,0.0073974488219053945,0.013419884752154868,0.011225319644042005,0.015012032266156316,0.005217094415590637,0.022890031193876646,0.026567114655750988,1.0,-0.0009538393476189129,0.010693747420539048,0.01284906812364067,0.012935589443574997,0.012895975099223347,0.01286351149401572,0.012910388349890906,0.013007439159401012
eQTL_deficient,0.04534179085603676,-0.18600564560561073,0.0017619324853742511,-0.03216047882735487,-0.0078093164326814846,-0.02371367817109466,-0.0600386850491366,-0.03182893371300602,-0.026347005584603064,-0.0015812357887296932,-0.029400416470531456,0.013133314376977165,-0.031923807266201164,0.13722830785267268,-0.050708342654101644,-0.05281292568976422,-0.0009538393476189129,1.0,-0.1304070909815411,0.18554191221197572,0.19141547963981104,0.18459045009189956,0.1661044668831448,0.17666361597635732,0.17476208931040624
eGenes_ENTREZ_Whole_Blood.v7.signif_variant_gene_pairs,-0.023010011954083868,0.19195333105891355,-0.011334382537518457,-0.0037722278595491553,-0.029535517497293114,0.0066048118159503216,-0.004439468880771458,-0.03399439665666666,-0.016799851557996227,-0.019116908346920394,0.02863588059497369,-0.06892717737837147,-0.03834176917122097,-0.09090117470310112,0.0282695085152221,0.05819630565293259,0.010693747420539048,-0.1304070909815411,1.0,-0.1205628528768504,-0.11876937988725801,-0.1221505701092677,-0.10765641731277215,-0.11075169093700253,-0.10491887305535418
indSNPs_r01_100kb,0.04608655571047537,-0.2083778599310875,-0.026792629622118577,-0.07180000596684827,-0.0171363135473393,-0.06033621906786879,-0.13374241911243817,-0.05166542377926971,-0.0462367731773646,-0.025767680754003163,-0.0849667648185588,-0.026011552435728863,-0.07983732430074932,0.3706966316788808,-0.12388343897055235,-0.10274369427370562,0.01284906812364067,0.18554191221197572,-0.1205628528768504,1.0,0.9144554145111676,0.9089072946293633,0.7011634246185817,0.7532787551781835,0.7533954362479971
indSNPs_r03_100kb,0.03745943322865131,-0.20245938192150165,-0.025975166504720548,-0.06936803494865051,-0.013096095969450263,-0.0587976891779618,-0.13338949936229497,-0.049574540067722335,-0.043308473175200965,-0.022842950273241548,-0.08168325164736377,-0.01900716389094642,-0.06715987496840391,0.3681668154868902,-0.11649713356453134,-0.09567159664318871,0.012935589443574997,0.19141547963981104,-0.11876937988725801,0.9144554145111676,1.0,0.9506517260675167,0.7116915149362978,0.7790834563317064,0.7839911860318619
indSNPs_r05_100kb,0.0362298915963441,-0.2060820282602974,-0.02451366028004703,-0.06829270856279926,-0.012973883486601664,-0.058596069878894805,-0.1343240024516577,-0.051423448396844776,-0.04416048153239338,-0.019807148048324806,-0.08011241887949469,-0.01848086682981357,-0.06805205300332774,0.368062679628092,-0.1163861562854895,-0.09929905647698797,0.012895975099223347,0.18459045009189956,-0.1221505701092677,0.9089072946293633,0.9506517260675167,1.0,0.6967005452889151,0.7698922190425787,0.7865455618265843
indSNPs_r01_10kb,0.04123162080516761,-0.17446735287068113,-0.029387337598432543,-0.06158856344704572,-0.015025372595054654,-0.060408016071020296,-0.12724036361642657,-0.0439023224314405,-0.04444773934953071,-0.0159116886868721,-0.06776426258876075,-0.023689782447517002,-0.06306499678218648,0.3110164942082955,-0.09819598680392959,-0.09142881732019773,0.01286351149401572,0.1661044668831448,-0.10765641731277215,0.7011634246185817,0.7116915149362978,0.6967005452889151,1.0,0.8044179906128808,0.7636146535939768
indSNPs_r03_10kb,0.04291253924445398,-0.18782338240348834,-0.022074451854141676,-0.059671062266603916,-0.015164061071193691,-0.06064100708972775,-0.13021987137715738,-0.046672867414834035,-0.0456160194017265,-0.01088847574525194,-0.06946127555640881,-0.016797463485350096,-0.06578032378869644,0.3236426937525709,-0.10006707329472626,-0.08473383588599954,0.012910388349890906,0.17666361597635732,-0.11075169093700253,0.7532787551781835,0.7790834563317064,0.7698922190425787,0.8044179906128808,1.0,0.8926825413647557
indSNPs_r05_10kb,0.0367577893102858,-0.1911498710084906,-0.021343680835861377,-0.06160065018687156,-0.015450233080974169,-0.058183191674408496,-0.12955467027941991,-0.05074034151326303,-0.046042636688819534,-0.0189322260037247,-0.07072208290006063,-0.01809400600062766,-0.06627037169570235,0.3298473902512395,-0.1000170656620703,-0.07882731111827566,0.013007439159401012,0.17476208931040624,-0.10491887305535418,0.7533954362479971,0.7839911860318619,0.7865455618265843,0.7636146535939768,0.8926825413647557,1.0
