Drug_bank,MGI_essential,Haploinsufficient,highPhi,highPLI_Exac,highShet_Cassa,MissenseZ_Samocha,Autosomal_dominant,OMIM_diseasegenes,TF,high_EDS,Olfactory,Clinvar,GWAS_nearest,Universe,eQTL_deficient,Genes_withSNPs_r01_100kb,Genes_withSNPs_r03_100kb,Genes_withSNPs_r05_100kb,Genes_withSNPs_allSNPs_100kb,Genes_withSNPs_r01_10kb,Genes_withSNPs_r03_10kb,Genes_withSNPs_r05_10kb,Genes_withSNPs_all_SNPs_10kb
,,,,,,,,,,,,132158,81578,7082,,,,,,,,,
,,,,,,,,,,,,132203,81603,7083,,,,,,,,,
,,,,,,,,,,,,132204,81615,7084,,,,,,,,,
,,,,,,,,,,,,132625,81619,7086,,,,,,,,,
,,,,,,,,,,,,132789,81620,7087,,,,,,,,,
,,,,,,,,,,,,132884,81621,7088,,,,,,,,,
,,,,,,,,,,,,132989,81624,7089,,,,,,,,,
,,,,,,,,,,,,133396,81627,7090,,,,,,,,,
,,,,,,,,,,,,133418,81628,7091,,,,,,,,,
,,,,,,,,,,,,133491,81671,7092,,,,,,,,,
,,,,,,,,,,,,133686,81693,7093,,,,,,,,,
,,,,,,,,,,,,134187,81696,7094,,,,,,,,,
,,,,,,,,,,,,134218,81697,7095,,,,,,,,,
,,,,,,,,,,,,134430,81704,7096,,,,,,,,,
,,,,,,,,,,,,134492,81788,7097,,,,,,,,,
,,,,,,,,,,,,134701,81793,7098,,,,,,,,,
,,,,,,,,,,,,135138,81794,7099,,,,,,,,,
,,,,,,,,,,,,135154,81831,7100,,,,,,,,,
,,,,,,,,,,,,135458,81833,7101,,,,,,,,,
,,,,,,,,,,,,135886,81844,7102,,,,,,,,,
,,,,,,,,,,,,135935,81846,7103,,,,,,,,,
,,,,,,,,,,,,136371,81847,7104,,,,,,,,,
,,,,,,,,,,,,136647,81848,7105,,,,,,,,,
,,,,,,,,,,,,137075,81858,7107,,,,,,,,,
,,,,,,,,,,,,137392,81875,7108,,,,,,,,,
,,,,,,,,,,,,137492,81890,7109,,,,,,,,,
,,,,,,,,,,,,137682,81894,7110,,,,,,,,,
,,,,,,,,,,,,137695,81928,7111,,,,,,,,,
,,,,,,,,,,,,137735,81929,7112,,,,,,,,,
,,,,,,,,,,,,137814,83394,7114,,,,,,,,,
,,,,,,,,,,,,137868,83401,7122,,,,,,,,,
,,,,,,,,,,,,137970,83417,7123,,,,,,,,,
,,,,,,,,,,,,138050,83439,7124,,,,,,,,,
,,,,,,,,,,,,138240,83443,7125,,,,,,,,,
,,,,,,,,,,,,139212,83449,7126,,,,,,,,,
,,,,,,,,,,,,139221,83450,7127,,,,,,,,,
,,,,,,,,,,,,139231,83463,7128,,,,,,,,,
,,,,,,,,,,,,139285,83464,7130,,,,,,,,,
,,,,,,,,,,,,139341,83468,7132,,,,,,,,,
,,,,,,,,,,,,139378,83478,7133,,,,,,,,,
,,,,,,,,,,,,139411,83481,7134,,,,,,,,,
,,,,,,,,,,,,139596,83538,7135,,,,,,,,,
,,,,,,,,,,,,139728,83539,7136,,,,,,,,,
,,,,,,,,,,,,139804,83546,7137,,,,,,,,,
,,,,,,,,,,,,140469,83548,7138,,,,,,,,,
,,,,,,,,,,,,140545,83549,7139,,,,,,,,,
,,,,,,,,,,,,140625,83550,7140,,,,,,,,,
,,,,,,,,,,,,140628,83592,7141,,,,,,,,,
,,,,,,,,,,,,140688,83594,7142,,,,,,,,,
,,,,,,,,,,,,140732,83605,7143,,,,,,,,,
,,,,,,,,,,,,140803,83637,7145,,,,,,,,,
,,,,,,,,,,,,140886,83638,7148,,,,,,,,,
,,,,,,,,,,,,140890,83639,7150,,,,,,,,,
,,,,,,,,,,,,142680,83641,7153,,,,,,,,,
,,,,,,,,,,,,142684,83643,7155,,,,,,,,,
,,,,,,,,,,,,143384,83648,7156,,,,,,,,,
,,,,,,,,,,,,143678,83659,7157,,,,,,,,,
,,,,,,,,,,,,144165,83660,7158,,,,,,,,,
,,,,,,,,,,,,144406,83690,7159,,,,,,,,,
,,,,,,,,,,,,144811,83694,7161,,,,,,,,,
,,,,,,,,,,,,145173,83696,7162,,,,,,,,,
,,,,,,,,,,,,145226,83698,7163,,,,,,,,,
,,,,,,,,,,,,145258,83706,7165,,,,,,,,,
,,,,,,,,,,,,145282,83716,7166,,,,,,,,,
,,,,,,,,,,,,145788,83723,7167,,,,,,,,,
,,,,,,,,,,,,145814,83729,7168,,,,,,,,,
,,,,,,,,,,,,145873,83734,7169,,,,,,,,,
,,,,,,,,,,,,145942,83741,7170,,,,,,,,,
,,,,,,,,,,,,145957,83742,7171,,,,,,,,,
,,,,,,,,,,,,146057,83752,7172,,,,,,,,,
,,,,,,,,,,,,146059,83851,7173,,,,,,,,,
,,,,,,,,,,,,146167,83855,7174,,,,,,,,,
,,,,,,,,,,,,146177,83857,7175,,,,,,,,,
,,,,,,,,,,,,146183,83875,7177,,,,,,,,,
,,,,,,,,,,,,146206,83879,7178,,,,,,,,,
,,,,,,,,,,,,146212,83882,7179,,,,,,,,,
,,,,,,,,,,,,146227,83890,7180,,,,,,,,,
,,,,,,,,,,,,146429,83892,7181,,,,,,,,,
,,,,,,,,,,,,146713,83938,7182,,,,,,,,,
,,,,,,,,,,,,146779,83943,7184,,,,,,,,,
,,,,,,,,,,,,146822,83985,7185,,,,,,,,,
,,,,,,,,,,,,146862,83989,7186,,,,,,,,,
,,,,,,,,,,,,147007,83990,7187,,,,,,,,,
,,,,,,,,,,,,147138,83992,7188,,,,,,,,,
,,,,,,,,,,,,147183,83998,7189,,,,,,,,,
,,,,,,,,,,,,147372,84056,7200,,,,,,,,,
,,,,,,,,,,,,147409,84059,7201,,,,,,,,,
,,,,,,,,,,,,147495,84071,7203,,,,,,,,,
,,,,,,,,,,,,147912,84072,7204,,,,,,,,,
,,,,,,,,,,,,147965,84079,7205,,,,,,,,,
,,,,,,,,,,,,148229,84081,7216,,,,,,,,,
,,,,,,,,,,,,148327,84083,7220,,,,,,,,,
,,,,,,,,,,,,148738,84101,7222,,,,,,,,,
,,,,,,,,,,,,148789,84125,7223,,,,,,,,,
,,,,,,,,,,,,148867,84133,7224,,,,,,,,,
,,,,,,,,,,,,149013,84148,7225,,,,,,,,,
,,,,,,,,,,,,149461,84152,7226,,,,,,,,,
,,,,,,,,,,,,149998,84153,7227,,,,,,,,,
,,,,,,,,,,,,150094,84159,7247,,,,,,,,,
,,,,,,,,,,,,150209,84162,7249,,,,,,,,,
,,,,,,,,,,,,150274,84164,7251,,,,,,,,,
,,,,,,,,,,,,150353,84166,7252,,,,,,,,,
,,,,,,,,,,,,150468,84168,7253,,,,,,,,,
,,,,,,,,,,,,150684,84174,7257,,,,,,,,,
,,,,,,,,,,,,150962,84181,7258,,,,,,,,,
,,,,,,,,,,,,151242,84191,7259,,,,,,,,,
,,,,,,,,,,,,151246,84196,7260,,,,,,,,,
,,,,,,,,,,,,151254,84218,7262,,,,,,,,,
,,,,,,,,,,,,151258,84224,7263,,,,,,,,,
,,,,,,,,,,,,151278,84225,7264,,,,,,,,,
,,,,,,,,,,,,151354,84226,7265,,,,,,,,,
,,,,,,,,,,,,151473,84243,7266,,,,,,,,,
,,,,,,,,,,,,151613,84247,7267,,,,,,,,,
,,,,,,,,,,,,151648,84251,7268,,,,,,,,,
,,,,,,,,,,,,151790,84259,7270,,,,,,,,,
,,,,,,,,,,,,151903,84268,7272,,,,,,,,,
,,,,,,,,,,,,152137,84272,7273,,,,,,,,,
,,,,,,,,,,,,152138,84273,7274,,,,,,,,,
,,,,,,,,,,,,152330,84276,7275,,,,,,,,,
,,,,,,,,,,,,152789,84285,7276,,,,,,,,,
,,,,,,,,,,,,152816,84286,7277,,,,,,,,,
,,,,,,,,,,,,152926,84289,7278,,,,,,,,,
,,,,,,,,,,,,153201,84294,7280,,,,,,,,,
,,,,,,,,,,,,153241,84298,7283,,,,,,,,,
,,,,,,,,,,,,153364,84299,7284,,,,,,,,,
,,,,,,,,,,,,153396,84301,7286,,,,,,,,,
,,,,,,,,,,,,153562,84303,7287,,,,,,,,,
,,,,,,,,,,,,153918,84310,7288,,,,,,,,,
,,,,,,,,,,,,154215,84315,7289,,,,,,,,,
,,,,,,,,,,,,154288,84316,7290,,,,,,,,,
,,,,,,,,,,,,154664,84319,7291,,,,,,,,,
,,,,,,,,,,,,154796,84334,7292,,,,,,,,,
,,,,,,,,,,,,154881,84337,7293,,,,,,,,,
,,,,,,,,,,,,155368,84417,7294,,,,,,,,,
,,,,,,,,,,,,155435,84418,7295,,,,,,,,,
,,,,,,,,,,,,157285,84419,7296,,,,,,,,,
,,,,,,,,,,,,157570,84433,7297,,,,,,,,,
,,,,,,,,,,,,157657,84439,7298,,,,,,,,,
,,,,,,,,,,,,157680,84441,7299,,,,,,,,,
,,,,,,,,,,,,157695,84444,7301,,,,,,,,,
,,,,,,,,,,,,157697,84446,7305,,,,,,,,,
,,,,,,,,,,,,157773,84447,7306,,,,,,,,,
,,,,,,,,,,,,157983,84450,7307,,,,,,,,,
,,,,,,,,,,,,158219,84456,7311,,,,,,,,,
,,,,,,,,,,,,158293,84461,7314,,,,,,,,,
,,,,,,,,,,,,158326,84467,7316,,,,,,,,,
,,,,,,,,,,,,158584,84501,7317,,,,,,,,,
,,,,,,,,,,,,158747,84515,7318,,,,,,,,,
,,,,,,,,,,,,158763,84517,7319,,,,,,,,,
,,,,,,,,,,,,158787,84530,7320,,,,,,,,,
,,,,,,,,,,,,158866,84532,7321,,,,,,,,,
,,,,,,,,,,,,158983,84539,7322,,,,,,,,,
,,,,,,,,,,,,159013,84541,7323,,,,,,,,,
,,,,,,,,,,,,159163,84547,7324,,,,,,,,,
,,,,,,,,,,,,160418,84561,7325,,,,,,,,,
,,,,,,,,,,,,161198,84619,7326,,,,,,,,,
,,,,,,,,,,,,161497,84624,7327,,,,,,,,,
,,,,,,,,,,,,161582,84627,7328,,,,,,,,,
,,,,,,,,,,,,161725,84628,7329,,,,,,,,,
,,,,,,,,,,,,161742,84630,7332,,,,,,,,,
,,,,,,,,,,,,161753,84639,7334,,,,,,,,,
,,,,,,,,,,,,161823,84648,7335,,,,,,,,,
,,,,,,,,,,,,161835,84660,7336,,,,,,,,,
,,,,,,,,,,,,162417,84661,7337,,,,,,,,,
,,,,,,,,,,,,162461,84662,7341,,,,,,,,,
,,,,,,,,,,,,162514,84665,7342,,,,,,,,,
,,,,,,,,,,,,162540,84669,7343,,,,,,,,,
,,,,,,,,,,,,162655,84676,7345,,,,,,,,,
,,,,,,,,,,,,163175,84678,7347,,,,,,,,,
,,,,,,,,,,,,163183,84680,7348,,,,,,,,,
,,,,,,,,,,,,163590,84693,7349,,,,,,,,,
,,,,,,,,,,,,163786,84700,7350,,,,,,,,,
,,,,,,,,,,,,163882,84708,7351,,,,,,,,,
,,,,,,,,,,,,164045,84722,7352,,,,,,,,,
,,,,,,,,,,,,164656,84727,7353,,,,,,,,,
,,,,,,,,,,,,165055,84735,7355,,,,,,,,,
,,,,,,,,,,,,165082,84747,7356,,,,,,,,,
,,,,,,,,,,,,165140,84749,7357,,,,,,,,,
,,,,,,,,,,,,165904,84750,7358,,,,,,,,,
,,,,,,,,,,,,165918,84769,7360,,,,,,,,,
,,,,,,,,,,,,166336,84790,7361,,,,,,,,,
,,,,,,,,,,,,166378,84795,7363,,,,,,,,,
,,,,,,,,,,,,166379,84811,7364,,,,,,,,,
,,,,,,,,,,,,166785,84812,7365,,,,,,,,,
,,,,,,,,,,,,167691,84818,7366,,,,,,,,,
,,,,,,,,,,,,168391,84824,7367,,,,,,,,,
,,,,,,,,,,,,168400,84830,7368,,,,,,,,,
,,,,,,,,,,,,168507,84844,7369,,,,,,,,,
,,,,,,,,,,,,168667,84867,7371,,,,,,,,,
,,,,,,,,,,,,169026,84868,7372,,,,,,,,,
,,,,,,,,,,,,169270,84871,7373,,,,,,,,,
,,,,,,,,,,,,169522,84875,7374,,,,,,,,,
,,,,,,,,,,,,169792,84879,7375,,,,,,,,,
,,,,,,,,,,,,170302,84881,7376,,,,,,,,,
,,,,,,,,,,,,170691,84888,7378,,,,,,,,,
,,,,,,,,,,,,170692,84889,7379,,,,,,,,,
,,,,,,,,,,,,170850,84890,7380,,,,,,,,,
,,,,,,,,,,,,171023,84892,7381,,,,,,,,,
,,,,,,,,,,,,171425,84894,7384,,,,,,,,,
,,,,,,,,,,,,192134,84898,7385,,,,,,,,,
,,,,,,,,,,,,195814,84901,7386,,,,,,,,,
,,,,,,,,,,,,195828,84902,7388,,,,,,,,,
,,,,,,,,,,,,196294,84905,7389,,,,,,,,,
,,,,,,,,,,,,196527,84909,7390,,,,,,,,,
,,,,,,,,,,,,196528,84912,7391,,,,,,,,,
,,,,,,,,,,,,197131,84915,7392,,,,,,,,,
,,,,,,,,,,,,197135,84938,7398,,,,,,,,,
,,,,,,,,,,,,197320,84940,7399,,,,,,,,,
,,,,,,,,,,,,197322,84947,7401,,,,,,,,,
,,,,,,,,,,,,197358,84952,7402,,,,,,,,,
,,,,,,,,,,,,198437,84959,7403,,,,,,,,,
,,,,,,,,,,,,199221,84961,7404,,,,,,,,,
,,,,,,,,,,,,199713,84966,7405,,,,,,,,,
,,,,,,,,,,,,199857,84969,7407,,,,,,,,,
,,,,,,,,,,,,199870,84975,7408,,,,,,,,,
,,,,,,,,,,,,199990,84978,7409,,,,,,,,,
,,,,,,,,,,,,200030,84988,7410,,,,,,,,,
,,,,,,,,,,,,200159,84991,7411,,,,,,,,,
,,,,,,,,,,,,200162,84993,7412,,,,,,,,,
,,,,,,,,,,,,200186,85004,7414,,,,,,,,,
,,,,,,,,,,,,200205,85019,7415,,,,,,,,,
,,,,,,,,,,,,200403,85021,7416,,,,,,,,,
,,,,,,,,,,,,200576,85025,7417,,,,,,,,,
,,,,,,,,,,,,200726,85027,7419,,,,,,,,,
,,,,,,,,,,,,200879,85294,7421,,,,,,,,,
,,,,,,,,,,,,200894,85301,7422,,,,,,,,,
,,,,,,,,,,,,200931,85313,7423,,,,,,,,,
,,,,,,,,,,,,200942,85315,7424,,,,,,,,,
,,,,,,,,,,,,201158,85358,7425,,,,,,,,,
,,,,,,,,,,,,201163,85363,7428,,,,,,,,,
,,,,,,,,,,,,201191,85366,7429,,,,,,,,,
,,,,,,,,,,,,201294,85377,7430,,,,,,,,,
,,,,,,,,,,,,201475,85397,7431,,,,,,,,,
,,,,,,,,,,,,201595,85407,7432,,,,,,,,,
,,,,,,,,,,,,201973,85409,7433,,,,,,,,,
,,,,,,,,,,,,202018,85413,7434,,,,,,,,,
,,,,,,,,,,,,202865,85414,7436,,,,,,,,,
,,,,,,,,,,,,203062,85415,7439,,,,,,,,,
,,,,,,,,,,,,203068,85439,7441,,,,,,,,,
,,,,,,,,,,,,203074,85440,7442,,,,,,,,,
,,,,,,,,,,,,203076,85445,7443,,,,,,,,,
,,,,,,,,,,,,203228,85449,7444,,,,,,,,,
,,,,,,,,,,,,203238,85451,7447,,,,,,,,,
,,,,,,,,,,,,203286,85452,7448,,,,,,,,,
,,,,,,,,,,,,203430,85459,7450,,,,,,,,,
,,,,,,,,,,,,203447,85461,7453,,,,,,,,,
,,,,,,,,,,,,203547,85462,7454,,,,,,,,,
,,,,,,,,,,,,203562,85463,7455,,,,,,,,,
,,,,,,,,,,,,203859,85464,7456,,,,,,,,,
,,,,,,,,,,,,204219,85480,7458,,,,,,,,,
,,,,,,,,,,,,204962,85569,7461,,,,,,,,,
,,,,,,,,,,,,205147,87178,7462,,,,,,,,,
,,,,,,,,,,,,205251,89122,7464,,,,,,,,,
,,,,,,,,,,,,205860,89777,7465,,,,,,,,,
,,,,,,,,,,,,207063,89780,7466,,,,,,,,,
,,,,,,,,,,,,219285,89792,7468,,,,,,,,,
,,,,,,,,,,,,219557,89795,7469,,,,,,,,,
,,,,,,,,,,,,219578,89797,7471,,,,,,,,,
,,,,,,,,,,,,219736,89822,7472,,,,,,,,,
,,,,,,,,,,,,219793,89849,7473,,,,,,,,,
,,,,,,,,,,,,219833,89853,7474,,,,,,,,,
,,,,,,,,,,,,219844,89858,7475,,,,,,,,,
,,,,,,,,,,,,220074,89866,7476,,,,,,,,,
,,,,,,,,,,,,220136,89870,7477,,,,,,,,,
,,,,,,,,,,,,220164,89872,7478,,,,,,,,,
,,,,,,,,,,,,220202,89874,7479,,,,,,,,,
,,,,,,,,,,,,220296,89894,7480,,,,,,,,,
,,,,,,,,,,,,221178,89910,7481,,,,,,,,,
,,,,,,,,,,,,221264,89927,7482,,,,,,,,,
,,,,,,,,,,,,221421,89932,7483,,,,,,,,,
,,,,,,,,,,,,221472,90025,7484,,,,,,,,,
,,,,,,,,,,,,221476,90102,7485,,,,,,,,,
,,,,,,,,,,,,221477,90134,7486,,,,,,,,,
,,,,,,,,,,,,221496,90139,7490,,,,,,,,,
,,,,,,,,,,,,221823,90317,7494,,,,,,,,,
,,,,,,,,,,,,221927,90324,7498,,,,,,,,,
,,,,,,,,,,,,221937,90332,7499,,,,,,,,,
,,,,,,,,,,,,221938,90338,7504,,,,,,,,,
,,,,,,,,,,,,222546,90353,7507,,,,,,,,,
,,,,,,,,,,,,222553,90355,7508,,,,,,,,,
,,,,,,,,,,,,222584,90381,7511,,,,,,,,,
,,,,,,,,,,,,222662,90390,7512,,,,,,,,,
,,,,,,,,,,,,222894,90427,7514,,,,,,,,,
,,,,,,,,,,,,222962,90459,7515,,,,,,,,,
,,,,,,,,,,,,222967,90488,7516,,,,,,,,,
,,,,,,,,,,,,223117,90522,7517,,,,,,,,,
,,,,,,,,,,,,246213,90523,7518,,,,,,,,,
,,,,,,,,,,,,246243,90624,7520,,,,,,,,,
,,,,,,,,,,,,246329,90627,7525,,,,,,,,,
,,,,,,,,,,,,246744,90701,7528,,,,,,,,,
,,,,,,,,,,,,252969,90865,7529,,,,,,,,,
,,,,,,,,,,,,253017,90874,7531,,,,,,,,,
,,,,,,,,,,,,253260,90952,7532,,,,,,,,,
,,,,,,,,,,,,253461,90993,7533,,,,,,,,,
,,,,,,,,,,,,253559,91012,7534,,,,,,,,,
,,,,,,,,,,,,253738,91039,7535,,,,,,,,,
,,,,,,,,,,,,253827,91056,7536,,,,,,,,,
,,,,,,,,,,,,253959,91074,7538,,,,,,,,,
,,,,,,,,,,,,253970,91107,7539,,,,,,,,,
,,,,,,,,,,,,254065,91133,7541,,,,,,,,,
,,,,,,,,,,,,254359,91137,7542,,,,,,,,,
,,,,,,,,,,,,254394,91181,7543,,,,,,,,,
,,,,,,,,,,,,254528,91252,7544,,,,,,,,,
,,,,,,,,,,,,254863,91272,7545,,,,,,,,,
,,,,,,,,,,,,255022,91300,7546,,,,,,,,,
,,,,,,,,,,,,255027,91304,7547,,,,,,,,,
,,,,,,,,,,,,255057,91319,7549,,,,,,,,,
,,,,,,,,,,,,255738,91404,7551,,,,,,,,,
,,,,,,,,,,,,255758,91433,7552,,,,,,,,,
,,,,,,,,,,,,255762,91452,7553,,,,,,,,,
,,,,,,,,,,,,255798,91461,7554,,,,,,,,,
,,,,,,,,,,,,255928,91522,7555,,,,,,,,,
,,,,,,,,,,,,256297,91574,7556,,,,,,,,,
,,,,,,,,,,,,256435,91582,7559,,,,,,,,,
,,,,,,,,,,,,256471,91653,7561,,,,,,,,,
,,,,,,,,,,,,256536,91662,7562,,,,,,,,,
,,,,,,,,,,,,256643,91703,7564,,,,,,,,,
,,,,,,,,,,,,256646,91734,7565,,,,,,,,,
,,,,,,,,,,,,256714,91748,7566,,,,,,,,,
,,,,,,,,,,,,256764,91749,7567,,,,,,,,,
,,,,,,,,,,,,257044,91752,7568,,,,,,,,,
,,,,,,,,,,,,257313,91768,7569,,,,,,,,,
,,,,,,,,,,,,257364,91828,7570,,,,,,,,,
,,,,,,,,,,,,258010,91833,7571,,,,,,,,,
,,,,,,,,,,,,259232,91869,7572,,,,,,,,,
,,,,,,,,,,,,259236,91937,7574,,,,,,,,,
,,,,,,,,,,,,259266,91942,7576,,,,,,,,,
,,,,,,,,,,,,261734,91978,7579,,,,,,,,,
,,,,,,,,,,,,267012,92002,7580,,,,,,,,,
,,,,,,,,,,,,282809,92017,7581,,,,,,,,,
,,,,,,,,,,,,282996,92126,7582,,,,,,,,,
,,,,,,,,,,,,283310,92140,7584,,,,,,,,,
,,,,,,,,,,,,283358,92162,7586,,,,,,,,,
,,,,,,,,,,,,283375,92259,7587,,,,,,,,,
,,,,,,,,,,,,283417,92293,7589,,,,,,,,,
,,,,,,,,,,,,283450,92344,7592,,,,,,,,,
,,,,,,,,,,,,283459,92346,7593,,,,,,,,,
,,,,,,,,,,,,283461,92369,7594,,,,,,,,,
,,,,,,,,,,,,283489,92370,7596,,,,,,,,,
,,,,,,,,,,,,283635,92421,7597,,,,,,,,,
,,,,,,,,,,,,283652,92521,7617,,,,,,,,,
,,,,,,,,,,,,283659,92591,7620,,,,,,,,,
,,,,,,,,,,,,283742,92689,7621,,,,,,,,,
,,,,,,,,,,,,283767,92736,7625,,,,,,,,,
,,,,,,,,,,,,283777,92737,7626,,,,,,,,,
,,,,,,,,,,,,283989,92747,7627,,,,,,,,,
,,,,,,,,,,,,284040,92797,7629,,,,,,,,,
,,,,,,,,,,,,284058,92806,7633,,,,,,,,,
,,,,,,,,,,,,284086,92822,7634,,,,,,,,,
,,,,,,,,,,,,284098,92906,7637,,,,,,,,,
,,,,,,,,,,,,284111,92912,7638,,,,,,,,,
,,,,,,,,,,,,284119,92949,7639,,,,,,,,,
,,,,,,,,,,,,284217,92999,7643,,,,,,,,,
,,,,,,,,,,,,284252,93145,7644,,,,,,,,,
,,,,,,,,,,,,284293,93166,7652,,,,,,,,,
,,,,,,,,,,,,284403,93210,7673,,,,,,,,,
,,,,,,,,,,,,284439,93408,7675,,,,,,,,,
,,,,,,,,,,,,284654,93550,7678,,,,,,,,,
,,,,,,,,,,,,285016,93649,7681,,,,,,,,,
,,,,,,,,,,,,285051,93664,7690,,,,,,,,,
,,,,,,,,,,,,285141,93979,7691,,,,,,,,,
,,,,,,,,,,,,285175,93986,7692,,,,,,,,,
,,,,,,,,,,,,285203,94026,7693,,,,,,,,,
,,,,,,,,,,,,285362,94039,7694,,,,,,,,,
,,,,,,,,,,,,285367,94081,7695,,,,,,,,,
,,,,,,,,,,,,285382,94120,7697,,,,,,,,,
,,,,,,,,,,,,285386,94134,7699,,,,,,,,,
,,,,,,,,,,,,285440,94137,7700,,,,,,,,,
,,,,,,,,,,,,285489,94234,7701,,,,,,,,,
,,,,,,,,,,,,285525,94239,7702,,,,,,,,,
,,,,,,,,,,,,285590,94274,7703,,,,,,,,,
,,,,,,,,,,,,285600,96459,7704,,,,,,,,,
,,,,,,,,,,,,285636,96764,7705,,,,,,,,,
,,,,,,,,,,,,285761,112611,7706,,,,,,,,,
,,,,,,,,,,,,285848,112724,7707,,,,,,,,,
,,,,,,,,,,,,285888,112744,7709,,,,,,,,,
,,,,,,,,,,,,286053,112755,7710,,,,,,,,,
,,,,,,,,,,,,286077,112817,7711,,,,,,,,,
,,,,,,,,,,,,286204,112869,7712,,,,,,,,,
,,,,,,,,,,,,286262,112950,7716,,,,,,,,,
,,,,,,,,,,,,286336,113026,7718,,,,,,,,,
,,,,,,,,,,,,286343,113201,7726,,,,,,,,,
,,,,,,,,,,,,286410,113251,7727,,,,,,,,,
,,,,,,,,,,,,286436,113263,7728,,,,,,,,,
,,,,,,,,,,,,286451,113278,7730,,,,,,,,,
,,,,,,,,,,,,286499,113510,7732,,,,,,,,,
,,,,,,,,,,,,286527,113746,7733,,,,,,,,,
,,,,,,,,,,,,286676,113835,7737,,,,,,,,,
,,,,,,,,,,,,286753,114134,7738,,,,,,,,,
,,,,,,,,,,,,286887,114294,7739,,,,,,,,,
,,,,,,,,,,,,287015,114327,7741,,,,,,,,,
,,,,,,,,,,,,317649,114548,7743,,,,,,,,,
,,,,,,,,,,,,317719,114609,7746,,,,,,,,,
,,,,,,,,,,,,317754,114659,7750,,,,,,,,,
,,,,,,,,,,,,319089,114770,7753,,,,,,,,,
,,,,,,,,,,,,326625,114780,7755,,,,,,,,,
,,,,,,,,,,,,337867,114781,7756,,,,,,,,,
,,,,,,,,,,,,338094,114786,7757,,,,,,,,,
,,,,,,,,,,,,338328,114792,7760,,,,,,,,,
,,,,,,,,,,,,338567,114793,7761,,,,,,,,,
,,,,,,,,,,,,338645,114794,7762,,,,,,,,,
,,,,,,,,,,,,338872,114795,7763,,,,,,,,,
,,,,,,,,,,,,338917,114800,7764,,,,,,,,,
,,,,,,,,,,,,339175,114818,7766,,,,,,,,,
,,,,,,,,,,,,339210,114821,7767,,,,,,,,,
,,,,,,,,,,,,339231,114825,7768,,,,,,,,,
,,,,,,,,,,,,339453,114836,7769,,,,,,,,,
,,,,,,,,,,,,339745,114904,7770,,,,,,,,,
,,,,,,,,,,,,339804,114907,7771,,,,,,,,,
,,,,,,,,,,,,339829,114926,7772,,,,,,,,,
,,,,,,,,,,,,339855,114971,7773,,,,,,,,,
,,,,,,,,,,,,339906,114991,7775,,,,,,,,,
,,,,,,,,,,,,339976,115106,7776,,,,,,,,,
,,,,,,,,,,,,339983,115286,7779,,,,,,,,,
,,,,,,,,,,,,340024,115350,7780,,,,,,,,,
,,,,,,,,,,,,340061,115352,7781,,,,,,,,,
,,,,,,,,,,,,340069,115509,7782,,,,,,,,,
,,,,,,,,,,,,340152,115548,7783,,,,,,,,,
,,,,,,,,,,,,340156,115653,7784,,,,,,,,,
,,,,,,,,,,,,340419,115677,7786,,,,,,,,,
,,,,,,,,,,,,340481,115704,7789,,,,,,,,,
,,,,,,,,,,,,340533,115708,7791,,,,,,,,,
,,,,,,,,,,,,340665,115727,7798,,,,,,,,,
,,,,,,,,,,,,340719,115752,7799,,,,,,,,,
,,,,,,,,,,,,340990,115827,7802,,,,,,,,,
,,,,,,,,,,,,341019,115992,7803,,,,,,,,,
,,,,,,,,,,,,341346,116085,7804,,,,,,,,,
,,,,,,,,,,,,341640,116092,7805,,,,,,,,,
,,,,,,,,,,,,341880,116135,7809,,,,,,,,,
,,,,,,,,,,,,342035,116143,7812,,,,,,,,,
,,,,,,,,,,,,342538,116150,7813,,,,,,,,,
,,,,,,,,,,,,342618,116154,7818,,,,,,,,,
,,,,,,,,,,,,342667,116255,7827,,,,,,,,,
,,,,,,,,,,,,342865,116379,7832,,,,,,,,,
,,,,,,,,,,,,343035,116441,7837,,,,,,,,,
,,,,,,,,,,,,343450,116444,7840,,,,,,,,,
,,,,,,,,,,,,343637,116448,7841,,,,,,,,,
,,,,,,,,,,,,343641,116449,7844,,,,,,,,,
,,,,,,,,,,,,344018,116461,7846,,,,,,,,,
,,,,,,,,,,,,344191,116519,7849,,,,,,,,,
,,,,,,,,,,,,344561,116841,7850,,,,,,,,,
,,,,,,,,,,,,344901,116984,7851,,,,,,,,,
,,,,,,,,,,,,345193,116985,7852,,,,,,,,,
,,,,,,,,,,,,345274,116986,7855,,,,,,,,,
,,,,,,,,,,,,345611,116987,7857,,,,,,,,,
,,,,,,,,,,,,345643,117144,7862,,,,,,,,,
,,,,,,,,,,,,345895,117145,7866,,,,,,,,,
,,,,,,,,,,,,346007,117157,7867,,,,,,,,,
,,,,,,,,,,,,346171,117178,7869,,,,,,,,,
,,,,,,,,,,,,346702,117247,7871,,,,,,,,,
,,,,,,,,,,,,347344,117248,7873,,,,,,,,,
,,,,,,,,,,,,347411,117283,7874,,,,,,,,,
,,,,,,,,,,,,347468,117581,7879,,,,,,,,,
,,,,,,,,,,,,347517,117583,7881,,,,,,,,,
,,,,,,,,,,,,347527,118426,7884,,,,,,,,,
,,,,,,,,,,,,347688,118429,7903,,,,,,,,,
,,,,,,,,,,,,347733,118611,7905,,,,,,,,,
